setting,video,brain,nmi,ari,n_video_clusters,n_brain_clusters
kmeans_K11,video.clip,brain.brain_jepa,0.036639799373135724,0.013786505111539058,11,11
kmeans_K11,video.clip,brain.swift,0.01971978425478507,0.0046460384826503085,11,11
kmeans_K12,video.vjepa2,brain.roi_mean,0.06699184827184275,0.022151932810481837,12,12
kmeans_K12,video.vjepa2,brain.brain_jepa,0.045122236740134256,0.014154290217651634,12,12
kmeans_K12,video.vjepa2,brain.swift,0.02257557981295536,0.005362253842694788,12,12
kmeans_K12,video.clip,brain.roi_mean,0.08687811362174447,0.03736911018398,12,12
kmeans_K12,video.clip,brain.brain_jepa,0.05002178794760341,0.01715914301195102,12,12
kmeans_K12,video.clip,brain.swift,0.024949578021208813,0.005462904147366899,12,12
kmeans_K13,video.vjepa2,brain.roi_mean,0.07553178883084061,0.025325083252966833,13,13
kmeans_K13,video.vjepa2,brain.brain_jepa,0.04540956080067903,0.013157860444829163,13,13
kmeans_K13,video.vjepa2,brain.swift,0.02392663131360458,0.005144691618174035,13,13
kmeans_K13,video.clip,brain.roi_mean,0.09150801004762883,0.0370564200748764,13,13
kmeans_K13,video.clip,brain.brain_jepa,0.04347612251197955,0.014104083854694329,13,13
kmeans_K13,video.clip,brain.swift,0.023524488683327655,0.003602487950604526,13,13
kmeans_K14,video.vjepa2,brain.roi_mean,0.07841985542857755,0.022943542978333047,14,14
kmeans_K14,video.vjepa2,brain.brain_jepa,0.04564698783986225,0.014102558621323905,14,14
kmeans_K14,video.vjepa2,brain.swift,0.026822233372767124,0.005559246580957141,14,14
kmeans_K14,video.clip,brain.roi_mean,0.0971848121601107,0.03267733542965119,14,14
kmeans_K14,video.clip,brain.brain_jepa,0.051031017306277494,0.014834245952187405,14,14
kmeans_K14,video.clip,brain.swift,0.026726266672436803,0.004770754465962833,14,14
kmeans_K15,video.vjepa2,brain.roi_mean,0.07584362099027621,0.020397095495856173,15,15
kmeans_K15,video.vjepa2,brain.brain_jepa,0.05359962126061138,0.013800948259925868,15,15
kmeans_K15,video.vjepa2,brain.swift,0.029974046423467095,0.00521147630478429,15,15
kmeans_K15,video.clip,brain.roi_mean,0.09982595759377598,0.03360717926628605,15,15
kmeans_K15,video.clip,brain.brain_jepa,0.053827956990766895,0.015553324017867453,15,15
kmeans_K15,video.clip,brain.swift,0.02950902438416481,0.005134044273735133,15,15
kmeans_K16,video.vjepa2,brain.roi_mean,0.09006634249819791,0.023735538577848474,16,16
kmeans_K16,video.vjepa2,brain.brain_jepa,0.05229455501925238,0.011161463220758736,16,16
kmeans_K16,video.vjepa2,brain.swift,0.0358863646540014,0.006390763812980006,16,16
kmeans_K16,video.clip,brain.roi_mean,0.10862530835195669,0.03351483040775488,16,16
kmeans_K16,video.clip,brain.brain_jepa,0.056614271253012265,0.01645576695528113,16,16
kmeans_K16,video.clip,brain.swift,0.032971261609374206,0.004661602734885717,16,16
kmeans_K17,video.vjepa2,brain.roi_mean,0.08802738225047611,0.021782060438976823,17,17
kmeans_K17,video.vjepa2,brain.brain_jepa,0.0531143458101295,0.010465735916686706,17,17
kmeans_K17,video.vjepa2,brain.swift,0.034533094282934954,0.0038886847854720146,17,17
kmeans_K17,video.clip,brain.roi_mean,0.11491056976465547,0.03375489285701959,17,17
kmeans_K17,video.clip,brain.brain_jepa,0.06714129761562014,0.014431865918391643,17,17
kmeans_K17,video.clip,brain.swift,0.03741265146258591,0.00490617308469201,17,17
kmeans_K18,video.vjepa2,brain.roi_mean,0.088700111618633,0.02124569831538687,18,18
kmeans_K18,video.vjepa2,brain.brain_jepa,0.057870971782960384,0.011837326685334965,18,18
kmeans_K18,video.vjepa2,brain.swift,0.0388103876561329,0.005271210127309033,18,18
kmeans_K18,video.clip,brain.roi_mean,0.11778471612457433,0.035985117521332974,18,18
kmeans_K18,video.clip,brain.brain_jepa,0.0682356902523979,0.015055016602878604,18,18
kmeans_K18,video.clip,brain.swift,0.039421670151000086,0.004775782978591387,18,18
kmeans_K19,video.vjepa2,brain.roi_mean,0.09718470747382692,0.019339388555954278,19,19
kmeans_K19,video.vjepa2,brain.brain_jepa,0.05486404874062937,0.009166265730578244,19,19
kmeans_K19,video.vjepa2,brain.swift,0.04058879298335977,0.004882752858347131,19,19
kmeans_K19,video.clip,brain.roi_mean,0.11708755133879523,0.02959544414963784,19,19
kmeans_K19,video.clip,brain.brain_jepa,0.06668096580040898,0.012254400362294601,19,19
kmeans_K19,video.clip,brain.swift,0.04389099177859868,0.0060702019398767544,19,19
kmeans_K2,video.vjepa2,brain.roi_mean,0.004832311275171991,0.00670691557512598,2,2
kmeans_K2,video.vjepa2,brain.brain_jepa,0.012389734233983249,0.00720923626572709,2,2
kmeans_K2,video.vjepa2,brain.swift,0.019978854348681876,0.01702222369847214,2,2
kmeans_K2,video.clip,brain.roi_mean,0.006253249774515185,0.008178019121404452,2,2
kmeans_K2,video.clip,brain.brain_jepa,0.013044160087014745,0.015432050590414585,2,2
kmeans_K2,video.clip,brain.swift,0.018491140914293627,0.023086437879004208,2,2
kmeans_K20,video.vjepa2,brain.roi_mean,0.09115461979482924,0.017059108389653906,20,20
kmeans_K20,video.vjepa2,brain.brain_jepa,0.06519197635240935,0.010773607001049245,20,20
kmeans_K20,video.vjepa2,brain.swift,0.04633498383571895,0.005706078498654718,20,20
kmeans_K20,video.clip,brain.roi_mean,0.12387724521262457,0.03248947914734833,20,20
kmeans_K20,video.clip,brain.brain_jepa,0.07939694571169258,0.01478007649145667,20,20
kmeans_K20,video.clip,brain.swift,0.042855963963251247,0.0045396340042527595,20,20
kmeans_K21,video.vjepa2,brain.roi_mean,0.11243312181140266,0.022323588606543838,21,21
kmeans_K21,video.vjepa2,brain.brain_jepa,0.06802808306762283,0.010837257998673275,21,21
kmeans_K21,video.vjepa2,brain.swift,0.04325733457040694,0.003734304478395308,21,21
kmeans_K21,video.clip,brain.roi_mean,0.13599912459862248,0.03588083648037239,21,21
kmeans_K21,video.clip,brain.brain_jepa,0.07948131885423865,0.013975728278787536,21,21
kmeans_K21,video.clip,brain.swift,0.0496184092091155,0.006885573461360091,21,21
kmeans_K22,video.vjepa2,brain.roi_mean,0.10382649271910235,0.01972932480693574,22,22
kmeans_K22,video.vjepa2,brain.brain_jepa,0.07715824151249895,0.013125116862404348,22,22
kmeans_K22,video.vjepa2,brain.swift,0.047487062805830614,0.0038590296232031227,22,22
kmeans_K22,video.clip,brain.roi_mean,0.1280399545121764,0.03059495911756294,22,22
kmeans_K22,video.clip,brain.brain_jepa,0.08559963631612556,0.01601230691807391,22,22
kmeans_K22,video.clip,brain.swift,0.05038585632457519,0.00425792519102717,22,22
kmeans_K23,video.vjepa2,brain.roi_mean,0.10066337071028322,0.017284671816794907,23,23
kmeans_K23,video.vjepa2,brain.brain_jepa,0.07049435935105508,0.010099452966198347,23,23
kmeans_K23,video.vjepa2,brain.swift,0.04998379871097045,0.0026137449591948363,23,23
kmeans_K23,video.clip,brain.roi_mean,0.14095773572004652,0.031422475222577795,23,23
kmeans_K23,video.clip,brain.brain_jepa,0.08394098223388181,0.013185184130979969,23,23
kmeans_K23,video.clip,brain.swift,0.0510360527514674,0.003750127646879097,23,23
kmeans_K24,video.vjepa2,brain.roi_mean,0.10910038762750494,0.018637062462705325,24,24
kmeans_K24,video.vjepa2,brain.brain_jepa,0.07794548858638972,0.01107005805418231,24,24
kmeans_K24,video.vjepa2,brain.swift,0.055196322750223945,0.004323169940685605,24,24
kmeans_K24,video.clip,brain.roi_mean,0.13496664101907258,0.03049200484548143,24,24
kmeans_K24,video.clip,brain.brain_jepa,0.09042539673014935,0.014883196504079163,24,24
kmeans_K24,video.clip,brain.swift,0.054135215876899415,0.00456481138283038,24,24
kmeans_K25,video.vjepa2,brain.roi_mean,0.12142758248346716,0.020894943733411796,25,25
kmeans_K25,video.vjepa2,brain.brain_jepa,0.08461145872543512,0.013478851602880067,25,25
kmeans_K25,video.vjepa2,brain.swift,0.05622656272343932,0.004443290704802457,25,25
kmeans_K25,video.clip,brain.roi_mean,0.1444911053692609,0.028787621641529246,25,25
kmeans_K25,video.clip,brain.brain_jepa,0.0968733112340543,0.015013634778988072,25,25
kmeans_K25,video.clip,brain.swift,0.05750174728011629,0.0037890837305192583,25,25
kmeans_K26,video.vjepa2,brain.roi_mean,0.11570667431169783,0.016879998231515356,26,26
kmeans_K26,video.vjepa2,brain.brain_jepa,0.08290664029816805,0.010406586880678349,26,26
kmeans_K26,video.vjepa2,brain.swift,0.05956622671850722,0.0033564182222592946,26,26
kmeans_K26,video.clip,brain.roi_mean,0.14901285192644406,0.029505595153769795,26,26
kmeans_K26,video.clip,brain.brain_jepa,0.08719634449600501,0.010107716324197689,26,26
kmeans_K26,video.clip,brain.swift,0.06422287959306987,0.0033324685020477206,26,26
kmeans_K27,video.vjepa2,brain.roi_mean,0.12817756622261275,0.020228568420700484,27,27
kmeans_K27,video.vjepa2,brain.brain_jepa,0.09094266314099624,0.011152425663430202,27,27
kmeans_K27,video.vjepa2,brain.swift,0.06617619474160802,0.005157558629583207,27,27
kmeans_K27,video.clip,brain.roi_mean,0.15919348558240454,0.03239852829247362,27,27
kmeans_K27,video.clip,brain.brain_jepa,0.1030702469501563,0.015920778901366704,27,27
kmeans_K27,video.clip,brain.swift,0.06822224310543866,0.004395032731606115,27,27
kmeans_K28,video.vjepa2,brain.roi_mean,0.12148776858040686,0.016900764468746738,28,28
kmeans_K28,video.vjepa2,brain.brain_jepa,0.08635925606598237,0.010297206050962604,28,28
kmeans_K28,video.vjepa2,brain.swift,0.06591060123940713,0.0034991538107429524,28,28
kmeans_K28,video.clip,brain.roi_mean,0.1607380677749052,0.029596386404568183,28,28
kmeans_K28,video.clip,brain.brain_jepa,0.10835194756635412,0.014132949680852833,28,28
kmeans_K28,video.clip,brain.swift,0.0733222105940125,0.003286264037829374,28,28
kmeans_K29,video.vjepa2,brain.roi_mean,0.13492648920834038,0.019522215920224496,29,29
kmeans_K29,video.vjepa2,brain.brain_jepa,0.09325218628762556,0.00874076251976053,29,29
kmeans_K29,video.vjepa2,brain.swift,0.07162262153764239,0.0030327142920990517,29,29
kmeans_K29,video.clip,brain.roi_mean,0.17174982969442065,0.032004307013884924,29,29
kmeans_K29,video.clip,brain.brain_jepa,0.11448560749029266,0.014866487510614052,29,29
kmeans_K29,video.clip,brain.swift,0.0748157229058554,0.0051999342724802335,29,29
kmeans_K3,video.vjepa2,brain.roi_mean,0.012300893644977055,0.011432881265659087,3,3
kmeans_K3,video.vjepa2,brain.brain_jepa,0.009936199227933136,0.012180840002955393,3,3
kmeans_K3,video.vjepa2,brain.swift,0.01233897590713886,0.016875532900752332,3,3
kmeans_K3,video.clip,brain.roi_mean,0.015403114774704909,0.018454092882243287,3,3
kmeans_K3,video.clip,brain.brain_jepa,0.014563160326914059,0.014464716189522685,3,3
kmeans_K3,video.clip,brain.swift,0.011216798361202986,0.018462881100511547,3,3
kmeans_K30,video.vjepa2,brain.roi_mean,0.14038592665697486,0.02035845375578386,30,30
kmeans_K30,video.vjepa2,brain.brain_jepa,0.10503975811371799,0.011072459080868974,30,30
kmeans_K30,video.vjepa2,brain.swift,0.07592917289834708,0.0025620725034919546,30,30
kmeans_K30,video.clip,brain.roi_mean,0.1704486528273584,0.032314936259698966,30,30
kmeans_K30,video.clip,brain.brain_jepa,0.10988686958805612,0.012682942580968012,30,30
kmeans_K30,video.clip,brain.swift,0.08095963391209932,0.003670432085869203,30,30
kmeans_K31,video.vjepa2,brain.roi_mean,0.132663284535123,0.014510232424495097,31,31
kmeans_K31,video.vjepa2,brain.brain_jepa,0.10511094371522134,0.008971069480044083,31,31
kmeans_K31,video.vjepa2,brain.swift,0.08230378944500609,0.00376076126265506,31,31
kmeans_K31,video.clip,brain.roi_mean,0.17061407486985836,0.029828897391595333,31,31
kmeans_K31,video.clip,brain.brain_jepa,0.11854722695941639,0.013927187871167356,31,31
kmeans_K31,video.clip,brain.swift,0.08141837387515034,0.004050125363236163,31,31
kmeans_K32,video.vjepa2,brain.roi_mean,0.1469044027058645,0.019090289779215504,32,32
kmeans_K32,video.vjepa2,brain.brain_jepa,0.11116512085156663,0.010252476189515877,32,32
kmeans_K32,video.vjepa2,brain.swift,0.07860025028426966,0.0014400452006140614,32,32
kmeans_K32,video.clip,brain.roi_mean,0.17870839145348608,0.03132394212437459,32,32
kmeans_K32,video.clip,brain.brain_jepa,0.12398840301363964,0.013870765403260859,32,32
kmeans_K32,video.clip,brain.swift,0.08392538530931219,0.0035492824719055593,32,32
kmeans_K33,video.vjepa2,brain.roi_mean,0.15794773894169875,0.0206878067712568,33,33
kmeans_K33,video.vjepa2,brain.brain_jepa,0.1111740388983648,0.008880743778029818,33,33
kmeans_K33,video.vjepa2,brain.swift,0.08790758946256955,0.004122517526382381,33,33
kmeans_K33,video.clip,brain.roi_mean,0.18529205938282334,0.03079154925479558,33,33
kmeans_K33,video.clip,brain.brain_jepa,0.12120653493444132,0.01138597328510645,33,33
kmeans_K33,video.clip,brain.swift,0.08813783016207669,0.0021195134823912267,33,33
kmeans_K34,video.vjepa2,brain.roi_mean,0.1564922849135166,0.01907375470386897,34,34
kmeans_K34,video.vjepa2,brain.brain_jepa,0.11936059124875614,0.011148956852921716,34,34
kmeans_K34,video.vjepa2,brain.swift,0.09233772704085894,0.003904346617021921,34,34
kmeans_K34,video.clip,brain.roi_mean,0.17975700935804778,0.028002733780038754,34,34
kmeans_K34,video.clip,brain.brain_jepa,0.1254119008296518,0.01180559134459672,34,34
kmeans_K34,video.clip,brain.swift,0.09416908421225914,0.003308594448355154,34,34
kmeans_K35,video.vjepa2,brain.roi_mean,0.15517598979160563,0.015985976960899966,35,35
kmeans_K35,video.vjepa2,brain.brain_jepa,0.11780574993043877,0.007937195637769434,35,35
kmeans_K35,video.vjepa2,brain.swift,0.09507933767147368,0.0034799683549430137,35,35
kmeans_K35,video.clip,brain.roi_mean,0.19203853018663744,0.02809110616759755,35,35
kmeans_K35,video.clip,brain.brain_jepa,0.13482964552311144,0.012896946265481143,35,35
kmeans_K35,video.clip,brain.swift,0.09578819287053195,0.003259933277528357,35,35
kmeans_K36,video.vjepa2,brain.roi_mean,0.15481886390960334,0.01574279063623636,36,36
kmeans_K36,video.vjepa2,brain.brain_jepa,0.12686951453155695,0.010062788318301367,36,36
kmeans_K36,video.vjepa2,brain.swift,0.09930246959586704,0.0023620568590998143,36,36
kmeans_K36,video.clip,brain.roi_mean,0.18377200965727386,0.02628964825340216,36,36
kmeans_K36,video.clip,brain.brain_jepa,0.13396828951399464,0.01305871796181854,36,36
kmeans_K36,video.clip,brain.swift,0.10122935465061687,0.002910542762324716,36,36
kmeans_K37,video.vjepa2,brain.roi_mean,0.16392441062196,0.017573679817218885,37,37
kmeans_K37,video.vjepa2,brain.brain_jepa,0.1305000060496338,0.010462071156533838,37,37
kmeans_K37,video.vjepa2,brain.swift,0.09574142100677946,0.0018911630038457793,37,37
kmeans_K37,video.clip,brain.roi_mean,0.19874776105987182,0.028492680649631633,37,37
kmeans_K37,video.clip,brain.brain_jepa,0.14284226528042449,0.012816044889192456,37,37
kmeans_K37,video.clip,brain.swift,0.1080166479897456,0.003296070967848241,37,37
kmeans_K38,video.vjepa2,brain.roi_mean,0.17397856430052747,0.019025485761270767,38,38
kmeans_K38,video.vjepa2,brain.brain_jepa,0.13347230772142507,0.008835669479293203,38,38
kmeans_K38,video.vjepa2,brain.swift,0.10590562095605745,0.0024836697658968164,38,38
kmeans_K38,video.clip,brain.roi_mean,0.20276730972086793,0.029345479827472168,38,38
kmeans_K38,video.clip,brain.brain_jepa,0.1434949745098985,0.012429043159913836,38,38
kmeans_K38,video.clip,brain.swift,0.10951096900474878,0.002835727575330543,38,38
kmeans_K39,video.vjepa2,brain.roi_mean,0.1782583545697963,0.018609059207165747,39,39
kmeans_K39,video.vjepa2,brain.brain_jepa,0.14177193512283692,0.01133159976670912,39,39
kmeans_K39,video.vjepa2,brain.swift,0.11246106897170603,0.0031842338676159395,39,39
kmeans_K39,video.clip,brain.roi_mean,0.19773396668163537,0.027692373296395793,39,39
kmeans_K39,video.clip,brain.brain_jepa,0.15108971817746086,0.012250129761309424,39,39
kmeans_K39,video.clip,brain.swift,0.11498220144857021,0.0024861874616510936,39,39
kmeans_K4,video.vjepa2,brain.roi_mean,0.0280625985499736,0.029165774418973448,4,4
kmeans_K4,video.vjepa2,brain.brain_jepa,0.010897140098604863,0.008407070460237542,4,4
kmeans_K4,video.vjepa2,brain.swift,0.009994054001417339,0.008832664008090125,4,4
kmeans_K4,video.clip,brain.roi_mean,0.03380906331693018,0.02417091039081193,4,4
kmeans_K4,video.clip,brain.brain_jepa,0.01218219572490953,0.008408341926708486,4,4
kmeans_K4,video.clip,brain.swift,0.01032069776973381,0.007899101093320654,4,4
kmeans_K40,video.vjepa2,brain.roi_mean,0.17484616819320523,0.01621944301569064,40,40
kmeans_K40,video.vjepa2,brain.brain_jepa,0.14591729836116824,0.010943165467456897,40,40
kmeans_K40,video.vjepa2,brain.swift,0.11534973768702715,0.003084471103831776,40,40
kmeans_K40,video.clip,brain.roi_mean,0.19621468063385938,0.023023092116851666,40,40
kmeans_K40,video.clip,brain.brain_jepa,0.1574186674622309,0.013633464491620215,40,40
kmeans_K40,video.clip,brain.swift,0.11439221526327834,0.002096446588694654,40,40
kmeans_K41,video.vjepa2,brain.roi_mean,0.17338063471231338,0.01606787850865824,41,41
kmeans_K41,video.vjepa2,brain.brain_jepa,0.13937896714582032,0.009061012636209632,41,41
kmeans_K41,video.vjepa2,brain.swift,0.11193077266903209,0.001909987182910894,41,41
kmeans_K41,video.clip,brain.roi_mean,0.21311785829741126,0.027673359389958352,41,41
kmeans_K41,video.clip,brain.brain_jepa,0.1569750669601518,0.01201728107960829,41,41
kmeans_K41,video.clip,brain.swift,0.11758313915079259,0.0018419097345626471,41,41
kmeans_K42,video.vjepa2,brain.roi_mean,0.1839087598864645,0.019161243995296295,42,42
kmeans_K42,video.vjepa2,brain.brain_jepa,0.14612022109551412,0.00936443201244923,42,42
kmeans_K42,video.vjepa2,brain.swift,0.12195052434992183,0.003617200095070954,42,42
kmeans_K42,video.clip,brain.roi_mean,0.2155027427151226,0.02726191310342779,42,42
kmeans_K42,video.clip,brain.brain_jepa,0.15047723810344152,0.00929523647758277,42,42
kmeans_K42,video.clip,brain.swift,0.12528867253887246,0.00264809129791482,42,42
kmeans_K43,video.vjepa2,brain.roi_mean,0.18671164298694412,0.015554681077611876,43,43
kmeans_K43,video.vjepa2,brain.brain_jepa,0.15567921951221195,0.008950958625406878,43,43
kmeans_K43,video.vjepa2,brain.swift,0.12391616956384915,0.0022094724501653742,43,43
kmeans_K43,video.clip,brain.roi_mean,0.21228688248547176,0.024480509194433342,43,43
kmeans_K43,video.clip,brain.brain_jepa,0.16492068464702703,0.011713256417582394,43,43
kmeans_K43,video.clip,brain.swift,0.13226705848039574,0.0035061293954149627,43,43
kmeans_K44,video.vjepa2,brain.roi_mean,0.20205051348003666,0.019514018819567415,44,44
kmeans_K44,video.vjepa2,brain.brain_jepa,0.16094216320123128,0.00862338306757187,44,44
kmeans_K44,video.vjepa2,brain.swift,0.13246031784246118,0.002530779213934296,44,44
kmeans_K44,video.clip,brain.roi_mean,0.2190688166476646,0.024520231518095514,44,44
kmeans_K44,video.clip,brain.brain_jepa,0.1717654480018801,0.012207369209692679,44,44
kmeans_K44,video.clip,brain.swift,0.13626352746774217,0.0032247585916275207,44,44
kmeans_K45,video.vjepa2,brain.roi_mean,0.20019818697040315,0.01500814007751395,45,45
kmeans_K45,video.vjepa2,brain.brain_jepa,0.16346050231458453,0.009002666315360067,45,45
kmeans_K45,video.vjepa2,brain.swift,0.1373328933185881,0.003238639074008549,45,45
kmeans_K45,video.clip,brain.roi_mean,0.21982758635769534,0.023760174497461116,45,45
kmeans_K45,video.clip,brain.brain_jepa,0.17610531148639536,0.012511386004325185,45,45
kmeans_K45,video.clip,brain.swift,0.1408959328123092,0.003061742547380708,45,45
kmeans_K46,video.vjepa2,brain.roi_mean,0.20490297239347427,0.017280752804279896,46,46
kmeans_K46,video.vjepa2,brain.brain_jepa,0.1703409527902186,0.008449011793798209,46,46
kmeans_K46,video.vjepa2,brain.swift,0.1318689214209172,0.0013981689079217163,46,46
kmeans_K46,video.clip,brain.roi_mean,0.22926447554154133,0.026304953042084356,46,46
kmeans_K46,video.clip,brain.brain_jepa,0.1812013937538706,0.012844835114769214,46,46
kmeans_K46,video.clip,brain.swift,0.1362914117653328,0.002053167570999209,46,46
kmeans_K47,video.vjepa2,brain.roi_mean,0.21056360202265212,0.019927234988880205,47,47
kmeans_K47,video.vjepa2,brain.brain_jepa,0.17204511428552022,0.0112823076204458,47,47
kmeans_K47,video.vjepa2,brain.swift,0.13914998932044711,0.0018278551971777134,47,47
kmeans_K47,video.clip,brain.roi_mean,0.23605540848330947,0.028911765683644206,47,47
kmeans_K47,video.clip,brain.brain_jepa,0.17988474572909724,0.011526261670543849,47,47
kmeans_K47,video.clip,brain.swift,0.15651524375106593,0.004562850791152091,47,47
kmeans_K48,video.vjepa2,brain.roi_mean,0.2020548664924778,0.015109490557715538,48,48
kmeans_K48,video.vjepa2,brain.brain_jepa,0.17834450667526935,0.008831039691919704,48,48
kmeans_K48,video.vjepa2,brain.swift,0.14077583237215435,0.002067252290347494,48,48
kmeans_K48,video.clip,brain.roi_mean,0.23265298169129936,0.025050263162016227,48,48
kmeans_K48,video.clip,brain.brain_jepa,0.17966223612425242,0.009921223834045123,48,48
kmeans_K48,video.clip,brain.swift,0.15185959243993502,0.0034387442489474886,48,48
kmeans_K49,video.vjepa2,brain.roi_mean,0.21331315643913615,0.01747915194112229,49,49
kmeans_K49,video.vjepa2,brain.brain_jepa,0.17586466850545143,0.009111713068334111,49,49
kmeans_K49,video.vjepa2,brain.swift,0.15218473207652522,0.002657367344383595,49,49
kmeans_K49,video.clip,brain.roi_mean,0.24415918334828854,0.02854024675771761,49,49
kmeans_K49,video.clip,brain.brain_jepa,0.19085894224842914,0.01344545019351548,49,49
kmeans_K49,video.clip,brain.swift,0.1590215607767247,0.004095900417845912,49,49
kmeans_K5,video.vjepa2,brain.roi_mean,0.03040694230317559,0.023356873594539113,5,5
kmeans_K5,video.vjepa2,brain.brain_jepa,0.013054446052323004,0.007306311552141826,5,5
kmeans_K5,video.vjepa2,brain.swift,0.01634186560677251,0.013392009468606306,5,5
kmeans_K5,video.clip,brain.roi_mean,0.027550360804624096,0.019417959584286285,5,5
kmeans_K5,video.clip,brain.brain_jepa,0.014886931295953199,0.005956322466381215,5,5
kmeans_K5,video.clip,brain.swift,0.013855758454687254,0.006839027368973422,5,5
kmeans_K50,video.vjepa2,brain.roi_mean,0.22255134616633873,0.01863315538158205,50,50
kmeans_K50,video.vjepa2,brain.brain_jepa,0.18575253476285722,0.009348256531942371,50,50
kmeans_K50,video.vjepa2,brain.swift,0.150829094136629,0.0027334682224791703,50,50
kmeans_K50,video.clip,brain.roi_mean,0.2397435076010658,0.02470479655752289,50,50
kmeans_K50,video.clip,brain.brain_jepa,0.1918806906730382,0.010657551878347415,50,50
kmeans_K50,video.clip,brain.swift,0.15255920429209263,0.0026013477528777557,50,50
kmeans_K6,video.vjepa2,brain.roi_mean,0.04486200142472932,0.029929592352430045,6,6
kmeans_K6,video.vjepa2,brain.brain_jepa,0.016228755497496368,0.010230102750826314,6,6
kmeans_K6,video.vjepa2,brain.swift,0.01936001070428552,0.013341920437955283,6,6
kmeans_K6,video.clip,brain.roi_mean,0.05945349205759421,0.04043202750800712,6,6
kmeans_K6,video.clip,brain.brain_jepa,0.031102981868900544,0.018682319181847973,6,6
kmeans_K6,video.clip,brain.swift,0.01533711618408222,0.007694990094614236,6,6
kmeans_K7,video.vjepa2,brain.roi_mean,0.04917697166731475,0.026293145049821054,7,7
kmeans_K7,video.vjepa2,brain.brain_jepa,0.014828689878116141,0.004475675165511329,7,7
kmeans_K7,video.vjepa2,brain.swift,0.01896033418048585,0.01244933719484507,7,7
kmeans_K7,video.clip,brain.roi_mean,0.0638403014692317,0.04238489389488139,7,7
kmeans_K7,video.clip,brain.brain_jepa,0.025368445176360173,0.013540867348276205,7,7
kmeans_K7,video.clip,brain.swift,0.018157886752536927,0.008859712048567637,7,7
kmeans_K8,video.vjepa2,brain.roi_mean,0.05477355692845439,0.025970883719110594,8,8
kmeans_K8,video.vjepa2,brain.brain_jepa,0.030457305858435875,0.01583956343133228,8,8
kmeans_K8,video.vjepa2,brain.swift,0.0181482756968193,0.010071387262591432,8,8
kmeans_K8,video.clip,brain.roi_mean,0.0709417472802868,0.041881123202349074,8,8
kmeans_K8,video.clip,brain.brain_jepa,0.03543610467447447,0.016300273771553252,8,8
kmeans_K8,video.clip,brain.swift,0.018811957874525748,0.009577015559155357,8,8
kmeans_K9,video.vjepa2,brain.roi_mean,0.05123706429522918,0.01932941339503112,9,9
kmeans_K9,video.vjepa2,brain.brain_jepa,0.03301700384241522,0.01216426416915135,9,9
kmeans_K9,video.vjepa2,brain.swift,0.01696131626621866,0.006091346267875889,9,9
kmeans_K9,video.clip,brain.roi_mean,0.06784757565005693,0.03299806566034998,9,9
kmeans_K9,video.clip,brain.brain_jepa,0.03308234768087798,0.012781342263977542,9,9
kmeans_K9,video.clip,brain.swift,0.017374236998316896,0.006145109413003283,9,9
