subject,fold,component,heldout_correlation,train_singular_value,fold_empirical_p
3,4,10,0.13423062084024104,0.46764109207869203,
3,4,11,0.042216515882805325,0.45517538742499136,
3,4,12,0.08153462060144982,0.44659941275117804,
3,4,13,0.1125369103360306,0.44474030624727856,
3,4,14,0.062133359800528504,0.4345360049392852,
3,4,15,0.07778925428258898,0.4284838726916431,
3,4,16,0.06569794859045476,0.422432970544088,
3,4,17,0.11280156060323436,0.41338277855150624,
3,4,18,0.11562179334099779,0.40830166519637057,
3,4,19,0.07816296335465261,0.3963770116761919,
3,4,20,0.029795839481626278,0.39303015982409756,
3,5,1,0.6954878764082757,0.768576504630178,
3,5,2,0.6088310748008127,0.723071763932554,
3,5,3,0.5610223034870323,0.6939364137890954,
3,5,4,0.42731026479035855,0.6218031002259593,
3,5,5,0.30509636728564693,0.579422352260339,
3,5,6,0.4257381346796689,0.5559672709739886,
3,5,7,0.19666558028456146,0.5257705706502435,
3,5,8,0.23247265130385347,0.512488043744561,
3,5,9,0.26390683672132065,0.4866003667537363,
3,5,10,0.11304027174562675,0.4683169583752198,
3,5,11,0.15657039154869176,0.46318807276262486,
3,5,12,0.15796534538269108,0.44557405848255066,
3,5,13,0.11923792729399868,0.43544427596518936,
3,5,14,0.03324511821854955,0.4261898626150608,
3,5,15,0.20864389228163305,0.42253014628297086,
3,5,16,0.11940777557540369,0.41078822063974124,
3,5,17,0.09838853867736067,0.409327477387109,
3,5,18,0.03570296853952067,0.4053308472442278,
3,5,19,0.08792518379644419,0.39337385480518855,
3,5,20,0.0666617925326733,0.38997067791455386,
4,1,1,0.665324989619576,0.7723819544324049,
4,1,2,0.601893939191228,0.7186439274906413,
4,1,3,0.5659841684372392,0.6872374349117443,
4,1,4,0.44170765963520986,0.6354111224336447,
4,1,5,0.3038606123541829,0.5816061072326539,
4,1,6,0.3716765216380251,0.5708631324828185,
4,1,7,0.19772605078519812,0.5280920691294846,
4,1,8,0.18842704094403415,0.518499912568924,
4,1,9,0.23136709415548012,0.5015676042896658,
4,1,10,0.1433834505179518,0.4816830948620983,
4,1,11,0.11481280068001257,0.46490150416003323,
4,1,12,0.15336835179206976,0.45993895713784455,
