parcel,network,principal_gradient_1,shared,shared_sem_subject,unique_e34_shared,unique_e34_shared_sem_subject,unique_av_shared,unique_av_shared_sem_subject,fine_grained_advantage,fine_grained_advantage_sem_subject,video,video_sem_subject,unique_e34_video,unique_e34_video_sem_subject,unique_av_video,unique_av_video_sem_subject
53,SomMot,-0.008152651159703681,0.05043661614212434,0.019160941420852583,0.012932159491274109,0.003924515504230299,0.0030627879809844495,0.0016686631544726449,0.00986937151028966,0.0036312900088678957,0.06259392896005211,0.027304323702356068,0.006216391425073709,0.003096004817072706,0.0019293877805500958,0.0011721987977458834
54,SomMot,-0.008948968469813271,0.07252746702740465,0.01201659180621291,0.030952440362374035,0.00223660707987836,0.0014159832638455105,0.0021799757517958008,0.029536457098528524,0.0037618924651154034,0.07896571134884231,0.013410588434507192,0.023442272037469247,0.0019887745263528207,0.0005862043079493783,0.001012538837023087
55,SomMot,0.005986620688871678,0.024450195756460746,0.010931936446952999,0.01753790305509819,0.00568025394535906,0.017778828960117045,0.00402256520092444,-0.0002409259050188517,0.002033121725320234,0.019454040483113277,0.013206815351493886,0.009792667758492657,0.005536249520365929,0.010885234241307228,0.0030339492808713273
56,SomMot,0.00535435419074742,0.028724829547127094,0.006275345765193203,0.01707237254888907,0.00823248371640432,0.014912021812835907,0.004420094453700273,0.0021603507360531625,0.005162183830773119,0.0247612736900908,0.0066766916858274,0.010885555022217974,0.006814363689485092,0.009214886962891744,0.0026400245655729205
57,SomMot,0.006143601023746585,0.03314159035918043,0.011292988891915668,0.02225257828980509,0.004832715584098993,0.020074512092566544,0.0033879754887084688,0.0021780661972385486,0.0016143633189194466,0.03041755237096728,0.012898266306843936,0.013046103106585227,0.005157855594475635,0.011775688399209528,0.0022454552932064022
58,SomMot,0.005562903321964925,0.012796151623135165,0.0064706692548608035,0.017798472495308682,0.004291201010284017,0.017239359796625497,0.0024054691144986657,0.0005591126986831841,0.003446423188630877,0.011461859548027763,0.0025197254578081833,0.00748516806634687,0.004833194098175542,0.011184924492114034,0.0020978755273280505
59,SomMot,0.006111632619446168,0.03606661604254195,0.015331572822203767,0.016608135230207877,0.003858554831227312,0.016107535584588262,0.002970890109608248,0.0005005996456196149,0.0028067694761447406,0.031191669788248454,0.01573619795024715,0.009454722158394735,0.004505937760621914,0.009603475882235157,0.0020132478958083725
60,SomMot,-0.01302758038674154,0.04919621582424609,0.015417474660494245,0.015838003905964727,0.005534050842388617,-0.0006037424476560416,0.0006361749942415084,0.016441746353620768,0.0059022129512186,0.05482785325251951,0.020483024685851496,0.004235312879009001,0.0027384586496953947,-0.0002096888663678742,0.0002866679824862604
61,SomMot,-0.015414553030039897,0.05079678647834349,0.012537007383557609,0.010708288248283914,0.004097434439436606,0.0011468317431645226,0.0012834081858533212,0.009561456505119392,0.004688081333334121,0.06427549388140334,0.008517199789778435,0.0059882795317363294,0.002143022223824906,0.000598597898020281,0.0007162005327368999
62,SomMot,-0.014470645600189009,0.071870464347737,0.015303272925668545,0.020938182799141412,0.00436613299223501,0.0006538581498275242,0.0013726024596692784,0.02028432464931389,0.004668845957795249,0.0764001474468456,0.019563220374702713,0.013028352351563587,0.0013606320782004004,0.0006603752255595729,0.0009301715198335412
63,SomMot,-0.014739510666119997,0.08069994471659034,0.019435813500166696,0.021986769938236717,0.005080519906677064,0.005708171123134998,0.0016926660445555903,0.01627859881510172,0.006107385238169126,0.09554302059853825,0.018635634970616505,0.012797123884933547,0.0027584248980836367,0.002826915666774554,0.001378374322871784
64,SomMot,-0.004269703244357111,0.09168113189621244,0.025129284911231838,0.028262858354803334,0.00648280143397447,0.006748562175888128,0.003953189659003587,0.021514296178915204,0.003557762500598239,0.1163161731016236,0.027001339718752466,0.019388331907374257,0.006477610467969777,0.004919803629601938,0.002817289308442311
65,SomMot,-0.013789302739104985,0.08827327629523103,0.01700328605163271,0.0022483660600389754,0.002706495094204142,0.005302703517620721,0.0024874439270241365,-0.003054337457581746,0.001817098407465819,0.0932111969566444,0.016761261840027727,0.004745702114414496,0.003052454836422658,0.0031076015146275894,0.001739508612063058
66,SomMot,-0.013433046015868708,0.11671776464632959,0.008535378392880945,0.017076889985099153,0.007562708926193306,0.004831289265721428,0.0019920248964486274,0.012245600719377725,0.007462924466414207,0.1255167974105726,0.00861600573600312,0.01647087508595877,0.004290833046801758,0.0017838900455351414,0.0013793802608357858
67,SomMot,-0.013599204391367725,0.11826448500547522,0.021468131688322085,0.014232275867627542,0.005958525242645755,0.006664114911954866,0.0007310729254700944,0.0075681609556726755,0.005808766764013391,0.14427323302156328,0.021501472064530618,0.007851983681267227,0.002496445462526591,0.0038458570808297178,0.000829901193742905
68,SomMot,-0.013661624176126045,0.09780963490277692,0.019658962218843144,0.011156311886534742,0.003212962339557572,0.0028023329757648876,0.0022452197295521887,0.008353978910769855,0.004886177278652887,0.10303194928121015,0.018084836229875986,0.011721064426405614,0.0023136029783435356,0.00175716444036762,0.0009854200419142545
69,DorsAttn,-0.010590091767855535,0.03307013148664191,0.009459948707765283,0.02042804588003342,0.00650711372031844,0.0037879171314393113,0.0013186721038714825,0.016640128748594107,0.006170728222227347,0.04943636576634767,0.008214144561511632,0.00912941079031182,0.003739961400073311,0.002586800692254676,0.0013273477093362328
