source,setting,emotion_idx,K,top1_cluster_count,top1_cluster_pct,top3_cluster_pct,entropy,null_mean,p_perm
voxel__sub-02,kmeans_K50,13,50,7,0.06422018348623854,0.1743119266055046,3.5750689677540324,3.6574621200561523,0.05306
voxel__sub-02,kmeans_K50,14,50,10,0.09174311926605505,0.24770642201834864,3.3712522421918822,3.6574621200561523,0.0
voxel__sub-02,kmeans_K50,15,50,9,0.08256880733944955,0.21100917431192662,3.499660337837149,3.6574621200561523,0.0019
voxel__sub-02,kmeans_K50,16,50,21,0.1926605504587156,0.3577981651376147,3.0582155860571607,3.6574621200561523,0.0
voxel__sub-02,kmeans_K50,17,50,8,0.07339449541284404,0.2018348623853211,3.4023290376232405,3.6574621200561523,0.0
voxel__sub-02,kmeans_K50,18,50,13,0.11926605504587157,0.23853211009174313,3.457285409037669,3.6574621200561523,0.0002
voxel__sub-02,kmeans_K50,19,50,10,0.09174311926605505,0.23853211009174313,3.416378844678003,3.6574621200561523,2e-05
voxel__sub-02,kmeans_K50,20,50,8,0.07339449541284404,0.1834862385321101,3.5719515542348503,3.6574621200561523,0.04717
voxel__sub-02,kmeans_K50,21,50,7,0.06422018348623854,0.1743119266055046,3.4943716541907843,3.6574621200561523,0.00138
voxel__sub-02,kmeans_K50,22,50,15,0.13761467889908258,0.3302752293577982,3.1951187130306695,3.6574621200561523,0.0
voxel__sub-02,kmeans_K50,23,50,9,0.08256880733944955,0.2018348623853211,3.479144510195616,3.6574621200561523,0.00066
voxel__sub-02,kmeans_K50,24,50,9,0.08256880733944955,0.21100917431192662,3.497177983666976,3.6574621200561523,0.00166
voxel__sub-02,kmeans_K50,25,50,9,0.08256880733944955,0.1926605504587156,3.4857298054739863,3.6574621200561523,0.0009
voxel__sub-02,kmeans_K50,26,50,10,0.09174311926605505,0.22935779816513763,3.3207030299338687,3.6574621200561523,0.0
voxel__sub-02,kmeans_K50,27,50,12,0.11009174311926606,0.26605504587155965,3.278915990847224,3.6574621200561523,0.0
voxel__sub-02,kmeans_K50,28,50,6,0.05504587155963303,0.1651376146788991,3.5449337577118274,3.6574621200561523,0.01595
voxel__sub-02,kmeans_K50,29,50,6,0.05504587155963303,0.1651376146788991,3.4850947461249766,3.6574621200561523,0.00088
voxel__sub-02,kmeans_K50,30,50,13,0.11926605504587157,0.3211009174311927,3.0685600898799086,3.6574621200561523,0.0
voxel__sub-02,kmeans_K50,31,50,8,0.07339449541284404,0.2018348623853211,3.501343366003881,3.6574621200561523,0.0021
voxel__sub-02,kmeans_K50,32,50,7,0.06422018348623854,0.1743119266055046,3.6344950698721687,3.6574621200561523,0.30708
voxel__sub-02,kmeans_K50,33,50,7,0.06422018348623854,0.1559633027522936,3.4461450874513573,3.6574621200561523,0.00011
voxel__sub-03,kmeans_K15,0,15,12,0.11009174311926606,0.3211009174311927,2.599721472933073,2.642012596130371,0.06151
voxel__sub-03,kmeans_K15,1,15,13,0.11926605504587157,0.3302752293577982,2.5989124831029127,2.642012596130371,0.05895
voxel__sub-03,kmeans_K15,2,15,14,0.12844036697247707,0.3669724770642202,2.4589096272563005,2.642012596130371,0.0
voxel__sub-03,kmeans_K15,3,15,14,0.12844036697247707,0.3577981651376147,2.5227219764484636,2.642012596130371,0.00039
voxel__sub-03,kmeans_K15,4,15,14,0.12844036697247707,0.3486238532110092,2.5433099730510005,2.642012596130371,0.00165
voxel__sub-03,kmeans_K15,5,15,22,0.2018348623853211,0.45871559633027525,2.3854003112507822,2.642012596130371,0.0
voxel__sub-03,kmeans_K15,6,15,15,0.13761467889908258,0.3577981651376147,2.5979544343052767,2.642012596130371,0.05566
voxel__sub-03,kmeans_K15,7,15,16,0.14678899082568808,0.3394495412844037,2.600960201339215,2.642012596130371,0.06557
voxel__sub-03,kmeans_K15,8,15,14,0.12844036697247707,0.3302752293577982,2.625278756868445,2.642012596130371,0.22772
voxel__sub-03,kmeans_K15,9,15,18,0.1651376146788991,0.43119266055045874,2.3901928669971784,2.642012596130371,0.0
